Name,Movement,Rarity,Type,Special Ability,Attack Wheel Size,Attack Name,Attack Type,Attack Value,Attack Ability,is Gen 1
Kabuto,2,UC,Rock / Water,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",4,Miss,Red,,,True
Kabuto,2,UC,Rock / Water,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",16,Protect,Blue,This Pokémon gains Wait.,,True
Kabuto,2,UC,Rock / Water,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",40,Mud Shot,White,Attach MP -1 to battle opponent,40,True
Kabuto,2,UC,Rock / Water,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",16,Protect,Blue,This Pokémon gains Wait.,,True
Kabuto,2,UC,Rock / Water,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",20,Aqua Jet,Gold,,30,True
Geodude,2,C,Rock / Ground,None,24,Self-Destruct,Purple,This Pokémon and the battle opponent are knocked out,☆☆☆,True
Geodude,2,C,Rock / Ground,None,40,Rollout,White,Spin again until Rollout does not land - damage is multiplied by the number of Rollout spins,30x,True
Geodude,2,C,Rock / Ground,None,24,Rock Throw,White,,40,True
Geodude,2,C,Rock / Ground,None,8,Miss,Red,,,True
Bulbasaur,3,UC,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",24,Poison Powder,Purple,The battle opponent becomes poisoned,☆,True
Bulbasaur,3,UC,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",20,Seed Bomb,White,,50,True
Bulbasaur,3,UC,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",24,Sleep Powder,Purple,The battle opponent falls asleep.,☆,True
Bulbasaur,3,UC,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",28,Miss,Red,,,True
Magnemite,3,C,Electric / Steel,None,8,Miss,Red,,,True
Magnemite,3,C,Electric / Steel,None,40,Thunder Wave,Purple,The battle opponent becomes paralyzed.,☆☆,True
Magnemite,3,C,Electric / Steel,None,8,Dodge,Blue,,,True
Magnemite,3,C,Electric / Steel,None,40,Spark,White,,20,True
Fennekin,3,UC,Fire,None,16,Miss,Red,,,False
Fennekin,3,UC,Fire,None,56,Ember,White,,40,False
Fennekin,3,UC,Fire,None,12,Miss,Red,,,False
Fennekin,3,UC,Fire,None,12,Dodge,Blue,,,False
Darkrai,2,EX,Dark,Bad Dreams - Opposing Pokémon that are asleep adjacent to this Pokémon are knocked out. (Pokémon passed while moving do not count).,8,Miss,Red,,,False
Darkrai,2,EX,Dark,Bad Dreams - Opposing Pokémon that are asleep adjacent to this Pokémon are knocked out. (Pokémon passed while moving do not count).,24,Dark Void,Purple,"The battle opponent and all opposing Pokémon adjacent to it spin, and if they spin a White Attack, they fall asleep",☆,False
Darkrai,2,EX,Dark,Bad Dreams - Opposing Pokémon that are asleep adjacent to this Pokémon are knocked out. (Pokémon passed while moving do not count).,32,Dark Pulse,White,,70,False
Darkrai,2,EX,Dark,Bad Dreams - Opposing Pokémon that are asleep adjacent to this Pokémon are knocked out. (Pokémon passed while moving do not count).,8,Miss,Red,,,False
Darkrai,2,EX,Dark,Bad Dreams - Opposing Pokémon that are asleep adjacent to this Pokémon are knocked out. (Pokémon passed while moving do not count).,24,Dark Leap,Purple,"You can move this Pokémon 2 steps. If you do, this Pokémon gains Wait",☆☆,False
Absol,2,R,Dark,None,4,Miss,Red,,,False
Absol,2,R,Dark,None,20,Razor Wind,White,,40,False
Absol,2,R,Dark,None,32,Night Slash,White,"If this Pokémon is not knocked out, you may switch this Pokémon with 1 of your Benched Pokémon",70,False
Absol,2,R,Dark,None,28,Perish Song,Purple,This Pokémon and all adjacent Pokémon gain a Curse marker. (A Pokémon that is knocked out in this condition is excluded from the duel),☆☆,False
Absol,2,R,Dark,None,12,Dodge,Blue,,,False
Drowzee,1,C,Psychic,Insomnia - This Pokémon can't be Asleep,4,Miss,Red,,,True
Drowzee,1,C,Psychic,Insomnia - This Pokémon can't be Asleep,40,Hypnosis,Purple,The battle opponent falls asleep.,☆☆,True
Drowzee,1,C,Psychic,Insomnia - This Pokémon can't be Asleep,52,Confusion,White,,20,True
Salamence,2,R,Dragon / Flying,None,24,Fly Away,Purple,This Pokémon jumps over the battle opponent and lands on a surrounding point.,☆☆☆,False
Salamence,2,R,Dragon / Flying,None,64,Dragon Breath,White,,70,False
Salamence,2,R,Dragon / Flying,None,8,Miss,Red,,,False
Mareep,2,C,Electric,None,32,Thunder Wave,Purple,The battle opponent becomes paralyzed.,☆☆,False
Mareep,2,C,Electric,None,48,Thunder Shock,White,,40,False
Mareep,2,C,Electric,None,16,Miss,Red,,,False
Exeggcute,2,C,Grass / Psychic,None,12,Barrage,White,,90,True
Exeggcute,2,C,Grass / Psychic,None,20,Miss,Red,,,True
Exeggcute,2,C,Grass / Psychic,None,16,Barrage,White,,10,True
Exeggcute,2,C,Grass / Psychic,None,16,Barrage,White,,30,True
Exeggcute,2,C,Grass / Psychic,None,16,Barrage,White,,50,True
Exeggcute,2,C,Grass / Psychic,None,16,Barrage,White,,70,True
Scyther,2,UC,Bug / Flying,None,24,False Swipe,White,,20,True
Scyther,2,UC,Bug / Flying,None,32,Slash,White,,50,True
Scyther,2,UC,Bug / Flying,None,36,Swords Dance,White,Spin again until an attack other than Swords Dance is spun. Damage Attacks deal x2 damage,0,True
Scyther,2,UC,Bug / Flying,None,4,Miss,Red,,,True
Goomy,1,C,Dragon,Gooey - Pokémon that battle with this Pokémon gain Wait.,12,Flail,White,,30,False
Goomy,1,C,Dragon,Gooey - Pokémon that battle with this Pokémon gain Wait.,32,Spit Poison,Purple,The battle opponent becomes poisoned,☆☆,False
Goomy,1,C,Dragon,Gooey - Pokémon that battle with this Pokémon gain Wait.,12,Flail,White,,30,False
Goomy,1,C,Dragon,Gooey - Pokémon that battle with this Pokémon gain Wait.,36,Slippery Swap,Purple,This Pokémon switches place with its battle opponent,☆☆,False
Goomy,1,C,Dragon,Gooey - Pokémon that battle with this Pokémon gain Wait.,4,Miss,Red,,,False
Smoochum,3,C,Ice / Psychic,None,20,Pound,White,,10,False
Smoochum,3,C,Ice / Psychic,None,8,Miss,Red,,,False
Smoochum,3,C,Ice / Psychic,None,32,Sweet Kiss,Purple,The battle opponent becomes confused,☆,False
Smoochum,3,C,Ice / Psychic,None,36,Lick,White,"If this Pokémon is knocked out, the battle opponent becomes paralyzed.",20,False
Spearow,2,C,Normal / Flying,None,20,Miss,Red,,,True
Spearow,2,C,Normal / Flying,None,16,Peck,White,,40,True
Spearow,2,C,Normal / Flying,None,16,Miss,Red,,,True
Spearow,2,C,Normal / Flying,None,44,Fly Away,Purple,This Pokémon jumps over the battle opponent and lands on a surrounding point.,☆☆☆,True
Gabite,2,R,Dragon / Ground,"Sand Veil - If this Pokémon is attacked, it can move under the opponent's Pokémon to another space next to it. (A battle does not occur.)",28,Slash,White,,90,False
Gabite,2,R,Dragon / Ground,"Sand Veil - If this Pokémon is attacked, it can move under the opponent's Pokémon to another space next to it. (A battle does not occur.)",28,Dragon Claw,White,,120,False
Gabite,2,R,Dragon / Ground,"Sand Veil - If this Pokémon is attacked, it can move under the opponent's Pokémon to another space next to it. (A battle does not occur.)",28,Sand-Attack,Purple,The battle opponent now has Wait.,☆,False
Gabite,2,R,Dragon / Ground,"Sand Veil - If this Pokémon is attacked, it can move under the opponent's Pokémon to another space next to it. (A battle does not occur.)",12,Miss,Red,,,False
Dedenne,3,C,Electric / Fairy,None,24,Nuzzle,White,"If this Pokémon is knocked out, the battle opponent becomes paralyzed.",10,False
Dedenne,3,C,Electric / Fairy,None,24,Tackle,White,,30,False
Dedenne,3,C,Electric / Fairy,None,24,Nuzzle,White,"If this Pokémon is knocked out, the battle opponent becomes paralyzed.",10,False
Dedenne,3,C,Electric / Fairy,None,20,Dodge,Blue,,,False
Dedenne,3,C,Electric / Fairy,None,4,Miss,Red,,,False
Hawlucha,2,C,Fighting / Flying,"High Flying - This Pokémon can also attack Pokémon that are two spaces away, provided that there is a Pokémon between them.",20,Miss,Red,,,False
Hawlucha,2,C,Fighting / Flying,"High Flying - This Pokémon can also attack Pokémon that are two spaces away, provided that there is a Pokémon between them.",32,Tackle,White,,20,False
Hawlucha,2,C,Fighting / Flying,"High Flying - This Pokémon can also attack Pokémon that are two spaces away, provided that there is a Pokémon between them.",16,Miss,Red,,,False
Hawlucha,2,C,Fighting / Flying,"High Flying - This Pokémon can also attack Pokémon that are two spaces away, provided that there is a Pokémon between them.",28,Press,White,"If the opponent's Pokémon is knocked out, so is this Pokémon.",60,False
Groudon,2,EX,Ground,"Primal Rage - If the opponent has Groudon, Kyogre or Rayquaza on the field, this Pokémon does +20 damage",8,Miss,Red,,,False
Groudon,2,EX,Ground,"Primal Rage - If the opponent has Groudon, Kyogre or Rayquaza on the field, this Pokémon does +20 damage",48,Smash,White,,130,False
Groudon,2,EX,Ground,"Primal Rage - If the opponent has Groudon, Kyogre or Rayquaza on the field, this Pokémon does +20 damage",20,Break Energy,White,Your opponent's Energy Plate-based effects are lost,90,False
Groudon,2,EX,Ground,"Primal Rage - If the opponent has Groudon, Kyogre or Rayquaza on the field, this Pokémon does +20 damage",4,Miss,Red,,,False
Groudon,2,EX,Ground,"Primal Rage - If the opponent has Groudon, Kyogre or Rayquaza on the field, this Pokémon does +20 damage",16,Dodge,Blue,,,False
Nidoran♂,2,C,Poison,None,28,Poison Kick,White,"If this Pokémon is knocked out, the battle opponent becomes poisoned",40,True
Nidoran♂,2,C,Poison,None,16,Horn Attack,White,,70,True
Nidoran♂,2,C,Poison,None,24,Poison Sting,Purple,The battle opponent becomes poisoned,☆,True
Nidoran♂,2,C,Poison,None,28,Miss,Red,,,True
Fletchling,2,C,Normal / Flying,None,28,Acrobatics,White,"If the battle opponent is knocked out, this Pokémon moves one step and gains Wait.",50,False
Fletchling,2,C,Normal / Flying,None,48,Peck,White,,40,False
Fletchling,2,C,Normal / Flying,None,20,Miss,Red,,,False
Espurr,2,C,Psychic,None,8,Psychic Power,Purple,The battle opponent is moved to the bench and gains Wait.,☆,False
Espurr,2,C,Psychic,None,20,Miss,Red,,,False
Espurr,2,C,Psychic,None,12,Psychic Power,Purple,The battle opponent is moved to the bench and gains Wait.,☆,False
Espurr,2,C,Psychic,None,56,Scratch,White,,30,False
Beedrill,3,C,Bug / Poison,None,16,Miss,Red,,,True
Beedrill,3,C,Bug / Poison,None,44,Pin Missile,White,Spin again until Pin Missile does not land - damage is multiplied by the number of Pin Missile spins,40x,True
Beedrill,3,C,Bug / Poison,None,12,Miss,Red,,,True
Beedrill,3,C,Bug / Poison,None,24,Toxic,Purple,The battle opponent becomes noxious.,☆,True
Ledyba,2,C,Bug / Flying,"Swarm - Instead of an MP move, this Pokémon may move on of your Ledian or Ledyba on the field next to itself. If there are no opposing Pokémon at any of your entry points, you may move one of your Ledian or Ledyba on the bench next to this Pokémon. In either case, your turn ends",24,Tackle,White,,30,False
Ledyba,2,C,Bug / Flying,"Swarm - Instead of an MP move, this Pokémon may move on of your Ledian or Ledyba on the field next to itself. If there are no opposing Pokémon at any of your entry points, you may move one of your Ledian or Ledyba on the bench next to this Pokémon. In either case, your turn ends",4,Miss,Red,,,False
Ledyba,2,C,Bug / Flying,"Swarm - Instead of an MP move, this Pokémon may move on of your Ledian or Ledyba on the field next to itself. If there are no opposing Pokémon at any of your entry points, you may move one of your Ledian or Ledyba on the bench next to this Pokémon. In either case, your turn ends",20,Double-Edge,Purple,This Pokémon and the battle opponent are knocked out,☆☆,False
Ledyba,2,C,Bug / Flying,"Swarm - Instead of an MP move, this Pokémon may move on of your Ledian or Ledyba on the field next to itself. If there are no opposing Pokémon at any of your entry points, you may move one of your Ledian or Ledyba on the bench next to this Pokémon. In either case, your turn ends",4,Miss,Red,,,False
Ledyba,2,C,Bug / Flying,"Swarm - Instead of an MP move, this Pokémon may move on of your Ledian or Ledyba on the field next to itself. If there are no opposing Pokémon at any of your entry points, you may move one of your Ledian or Ledyba on the bench next to this Pokémon. In either case, your turn ends",24,Tackle,White,,30,False
Ledyba,2,C,Bug / Flying,"Swarm - Instead of an MP move, this Pokémon may move on of your Ledian or Ledyba on the field next to itself. If there are no opposing Pokémon at any of your entry points, you may move one of your Ledian or Ledyba on the bench next to this Pokémon. In either case, your turn ends",20,Light Screen,Purple,,☆☆☆,False
Rhyhorn,1,C,Ground / Rock,Onslaught - This Pokémon can move up to 2 steps in a straight line.,12,Miss,Red,,,True
Rhyhorn,1,C,Ground / Rock,Onslaught - This Pokémon can move up to 2 steps in a straight line.,24,Hyper Take Down,White,"If the battle opponent is knocked out, this Pokémon claims its previous spot and gains Wait.",90,True
Rhyhorn,1,C,Ground / Rock,Onslaught - This Pokémon can move up to 2 steps in a straight line.,12,Miss,Red,,,True
Rhyhorn,1,C,Ground / Rock,Onslaught - This Pokémon can move up to 2 steps in a straight line.,48,Stomp,White,,70,True
Torchic,3,UC,Fire,Fire Leak - Any Grass-type Pokémon or Bug-type Pokémon that battles this Pokémon will become burned.,24,Peck,White,,30,False
Torchic,3,UC,Fire,Fire Leak - Any Grass-type Pokémon or Bug-type Pokémon that battles this Pokémon will become burned.,48,Ember,White,,40,False
Torchic,3,UC,Fire,Fire Leak - Any Grass-type Pokémon or Bug-type Pokémon that battles this Pokémon will become burned.,24,Miss,Red,,,False
Mankey,3,C,Fighting,None,12,Miss,Red,,,True
Mankey,3,C,Fighting,None,28,Scratch,White,,20,True
Mankey,3,C,Fighting,None,28,Thrash,White,"This Pokémon becomes confused,",50,True
Mankey,3,C,Fighting,None,28,Tease,Purple,Switch this Pokémon with the adjacent opponent Pokémon.,☆,True
Zangoose,2,UC,Normal,Immunity - This Pokémon cannot be Poisoned or noxious,20,Dodge,Blue,,,False
Zangoose,2,UC,Normal,Immunity - This Pokémon cannot be Poisoned or noxious,16,Crush Claw,White,,90,False
Zangoose,2,UC,Normal,Immunity - This Pokémon cannot be Poisoned or noxious,24,Scratch,White,,20,False
Zangoose,2,UC,Normal,Immunity - This Pokémon cannot be Poisoned or noxious,32,Swords Dance,White,Spin again until an attack other than Swords Dance is spun. Damage Attacks deal x2 damage,0,False
Zangoose,2,UC,Normal,Immunity - This Pokémon cannot be Poisoned or noxious,4,Miss,Red,,,False
Weedle,1,C,Bug / Poison,None,60,Poison Sting,Purple,The battle opponent becomes poisoned,☆,True
Weedle,1,C,Bug / Poison,None,32,Tackle,White,,10,True
Weedle,1,C,Bug / Poison,None,4,Miss,Red,,,True
Drapion,2,R,Poison / Dark,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",28,Cross Poison,White,,70,False
Drapion,2,R,Poison / Dark,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",8,Miss,Red,,,False
Drapion,2,R,Poison / Dark,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",28,Venom Whip,Purple,One Pokémon within 2 steps becomes noxious,☆☆,False
Drapion,2,R,Poison / Dark,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",4,Miss,Red,,,False
Drapion,2,R,Poison / Dark,"Battle Armor - If your battle opponent spins an Attack with 10 or more damage, you can force them top spin again once per turn",28,Noxious Fang,White,"If this Pokémon is knocked out, the opponent Pokémon becomes noxiuous",50,False
Pachirisu,3,C,Electric,"Run Away - When this Pokémon is attacked, it can move to the bench. If it does, it gains Wait.",28,Spark,White,,20,False
Pachirisu,3,C,Electric,"Run Away - When this Pokémon is attacked, it can move to the bench. If it does, it gains Wait.",4,Dodge,Blue,,,False
Pachirisu,3,C,Electric,"Run Away - When this Pokémon is attacked, it can move to the bench. If it does, it gains Wait.",16,Discharge,White,,50,False
Pachirisu,3,C,Electric,"Run Away - When this Pokémon is attacked, it can move to the bench. If it does, it gains Wait.",8,Dodge,Blue,,,False
Pachirisu,3,C,Electric,"Run Away - When this Pokémon is attacked, it can move to the bench. If it does, it gains Wait.",28,Spark,White,,20,False
Pachirisu,3,C,Electric,"Run Away - When this Pokémon is attacked, it can move to the bench. If it does, it gains Wait.",8,Dodge,Blue,,,False
Pachirisu,3,C,Electric,"Run Away - When this Pokémon is attacked, it can move to the bench. If it does, it gains Wait.",4,Miss,Red,,,False
Venusaur,1,EX,Grass / Poison,"Chemical Pollen - When this Pokémon is on the field, all poisoned and noxious Pokémon have MP-1. This effect does not stack",20,Protect,Blue,,,True
Venusaur,1,EX,Grass / Poison,"Chemical Pollen - When this Pokémon is on the field, all poisoned and noxious Pokémon have MP-1. This effect does not stack",36,Solar Beam,White,,150,True
